name,category,weight
REI Bug Hut Pro 2 Tent,Bug Shelters,1304
REI Half Dome 4 Footprint,Tent Footprints,396
SOL Emergency Blanket,Emergency Supplies,70
REI Minimalist Bivy - Long,Bivy Sacks,481
REI Base Camp 4 Footprint,Tent Footprints,595
Big Agnes Big House 4 Footprint,Tent Footprints,453
Big Agnes Copper Spur UL 1 Footprint,Tent Footprints,127
CGear Multimats Sand-Free Multimat - Large,General Tent Accessories,4082
Sierra Designs Flash 3 Footprint,Tent Footprints,297
Outdoor Research Bug Bivy,Bivy Sacks,453
REI Quarter Dome 1 Footprint,Tent Footprints,198
REI Quarter Dome 2 Footprint,Tent Footprints,255
MSR Mini Ground Hog Stake,Tent Stakes,9
REI Snow and Sand Tent Anchors - Package of 4,Tent Stakes,104
REI Steel Stake,Tent Stakes,76
REI Base Camp 6 Footprint,Tent Footprints,850
Big Agnes Rattlesnake SL 3 Footprint,Tent Footprints,283
Sea to Summit Nano Mosquito Pyramid Insect Shield Net Shelter - DOUBLE,Bug Shelters,137
Sea to Summit Nano Mosquito Pyramid Insect Shield Net Shelter - SINGLE,Bug Shelters,82
MSR Universal Gear Loft,Gear Lofts,81
Big Agnes Seedhouse SL 1 Footprint,Tent Footprints,113
Kelty Shade Maker 2 Shelter,Shade Shelters,4394
Kelty TraiLogic TN2 Footprint,Tent Footprints,155
REI Screen House Rainfly,Shade Shelters,1644
MSR Reflective Utility Cord Kit,General Tent Accessories,80
MSR Cyclone Tent Stakes - 4 Pack,Tent Stakes,0
Big Agnes Scout Plus UL 2 and Super Scout UL 2 Footprint,Tent Footprints,113
Big Agnes Fly Creek UL3 Footprint,Tent Footprints,184
Marmot Limestone 4 Footprint,Tent Footprints,453
NEMO Bungalow 4P Footprint,Tent Footprints,462
MSR Carbon-Core Tent Stakes - 4 Pack,Tent Stakes,0
Sierra Designs Convert 3 Footprint,Tent Footprints,396
The North Face Stormbreak 3 Footprint,Tent Footprints,255
The North Face Kaiju 6 Footprint,Tent Footprints,907
MSR LED Tent Lights,General Tent Accessories,17
The North Face Bastion 4 Footprint,Tent Footprints,510
The North Face Kaiju 4 Footprint,Tent Footprints,623
Big Agnes Rattlesnake SL 2 Footprint,Tent Footprints,198
Big Agnes Chimney Creek 4 Footprint,Tent Footprints,425
NEMO Wagontop 4P Footprint,Tent Footprints,686
NEMO Dagger 2P Footprint,Tent Footprints,218
NEMO Hornet 1P Footprint,Tent Footprints,150
"Coghlan's ABS Tent Peg - 6""",Tent Stakes,8
Big Agnes Fly Creek UL 1 Footprint,Tent Footprints,113
Mombasa Outback Travel Net - Double,Bug Shelters,425
Sea to Summit Mosquito Pyramid Insect Shield Net - Double,Bug Shelters,377
Mombasa Defender Mosquito Net,Bug Shelters,198
Kelty TraiLogic TN3 Footprint,Tent Footprints,240
The North Face Assault 2 Footprint,Tent Footprints,309
REI Snow Stake,Tent Stakes,28
Sea to Summit Mosquito Pyramid Insect Shield Net - Single,Bug Shelters,255
NEMO Shadowcaster 165 Tarp Shelter,Shade Shelters,3685
REI InCamp Shelter 100 Accessory Wall - Single - END WALL,Shade Shelter Accessories,226
REI InCamp Shelter 100 Accessory Wall - Single - SIDE WALL,Shade Shelter Accessories,368
Coghlan's Tent Peg Mallet / Puller,General Tent Accessories,198
Mountain Hardwear Optic 2.5 Footprint,Tent Footprints,198
ENO Guardian Bug Net with Insect Shield,Bug Shelters,453
Nite Ize Gear Line Organization System,Gear Lofts,127
Space Emergency Blanket,Emergency Supplies,85
Mountain Hardwear Trango 2 Footprint,Tent Footprints,538
Kelty Trail Ridge 4 Footprint - 2015,Tent Footprints,340
Marmot Thor 3P Footprint,Tent Footprints,368
Mountain Hardwear EV 3 Footprint,Tent Footprints,425
Big Agnes Seedhouse SL 3 Footprint,Tent Footprints,198
Big Agnes Tumble 1 Footprint,Tent Footprints,170
Mountain Hardwear Optic 6 Hanging Divider,Shade Shelter Accessories,291
Big Agnes Slater UL2+ Footprint,Tent Footprints,170
Nite Ize Figure 9 Small Carabiner Rope Tightener - Single,General Tent Accessories,14
Big Agnes Three Forks Shelter Wall,General Tent Accessories,255
Coghlan's Inside/Outside Tent Mat,General Tent Accessories,340
The North Face VE-25 Footprint,Tent Footprints,368
Big Agnes Gilpin Falls 4 Footprint,Tent Footprints,425
MSR Papa Hubba NX Footprint,Tent Footprints,368
REI Arete 2 ASL Footprint,Tent Footprints,283
Coghlan's Tent Whisk with Dust Pan,General Tent Accessories,99
Big Agnes Big House 6 Footprint,Tent Footprints,652
CGear Multimats Sand-Free Multimat -  Small 6 x 6,General Tent Accessories,1428
Mountain Hardwear Tangent 2 Footprint,Tent Footprints,510
Ticla Camp Hero Tarp,Tarps,708
Big Agnes Tumble 3 Footprint,Tent Footprints,340
MSR Flylite Footprint,Tent Footprints,286
NEMO Blaze 2P Footprint,Tent Footprints,206
Coghlan's Rubber Tent Peg Mallet/Stake Puller,General Tent Accessories,453
Mountain Hardwear Optic 3.5 Footprint,Tent Footprints,255
NEMO Dagger 3P Footprint,Tent Footprints,297
SOL Survival Blanket,Emergency Supplies,81
Sierra Designs Flash 2 Footprint,Tent Footprints,226
Big Agnes Bitter Springs UL 1 Footprint,Tent Footprints,85
Space Emergency Bag,Emergency Supplies,85
Big Agnes Tumble 2 Footprint,Tent Footprints,255
NEMO Blaze 1P Footprint,Tent Footprints,119
Caddis Rapid Shelter Wall - 8' x 8',Shade Shelter Accessories,1051
SOL Sport Utility Blanket,Emergency Supplies,439
Big Agnes Entertainment Center Loft,Gear Lofts,56
Gear Aid Tent Pole Splint - 1/2 IN,General Tent Accessories,11
Gear Aid Tent Pole Splint - 5/8 IN,General Tent Accessories,11
Coghlan's Grommet Kit,General Tent Accessories,1746
SOL Thermal Bivvy,Emergency Supplies,252
REI Dash 2 Footprint,Tent Footprints,240
Kelty Airshade Shelter with Accessory Wall,Shade Shelters,4082
MSR Ultralight Utility Cord Kit,General Tent Accessories,35
NEMO Helio Mat,General Tent Accessories,595
REI Schwag Pockets - Pair,Gear Lofts,14
Mombasa Outback Travel Net - Single,Bug Shelters,311
"Coghlan's ABS Tent Peg - 9""",Tent Stakes,25
MSR CamRing Cord Tensioners - 4 Pack,General Tent Accessories,0
Ultimate Survival Technologies Emergency Tent - 2014,Emergency Supplies,425
Nite Ize CamJam XT Aluminum Rope Tightener - Single,General Tent Accessories,37
Coghlan's Snap Fastener Kit,General Tent Accessories,22
Eureka Floor Saver Square - Medium,Tent Footprints,1048
Coleman Freestanding Tent Fan,Tent Fans,453
Mombasa Nimbus Mosquito Net,Bug Shelters,481
Nite Ize Figure 9 Large Carabiner Rope Tightener - Single,General Tent Accessories,56
Mombasa Defender Insect Shield Mosquito Net,Bug Shelters,198
Big Agnes Flying Diamond 4 Footprint,Tent Footprints,481
The North Face Mountain 25 Footprint,Tent Footprints,283
Outdoor Products Coated Tarp - 7 FT x 9 FT,Tarps,566
Outdoor Products Coated Tarp - 9.5 FT x 12 FT,Tarps,992
Outdoor Products Coated Tarp - 9.5 FT x 8 FT,Tarps,850
Marmot Eos 1 Footprint,Tent Footprints,368
Big Agnes Scout UL 2 Footprint,Tent Footprints,141
Big Agnes Tensleep Station 6 Footprint,Tent Footprints,652
Mountain Hardwear SuperMega UL 1 Footprint,Tent Footprints,113
Kelty Shade Maker Shelter - M,Shade Shelters,5925
Kelty Shade Maker Shelter - L,Shade Shelters,6548
Nite Ize CamJam Cord Tightner - 2-Pack with Cord - S,General Tent Accessories,3
Nite Ize CamJam Cord Tightner - 2-Pack with Cord - Regular,General Tent Accessories,15
MSR Hubba NX Footprint,Tent Footprints,141
Mountain Hardwear Direkt 2 Footprint,Tent Footprints,226
Mountain Hardwear EV 2 Footprint,Tent Footprints,396
The North Face Tadpole FL Footprint,Tent Footprints,226
Mountain Hardwear Trango 3 Footprint,Tent Footprints,652
Mountain Hardwear Trango 4 Footprint,Tent Footprints,822
Mountain Hardwear Direkt 2 Vestibule,Vestibules,623
Sierra Designs Lightning 2 Footprint,Tent Footprints,226
Big Agnes Rabbit Ears 4 Footprint,Tent Footprints,340
Ticla Refugio Tarp Shelter,Tarp Shelters,1786
Sea to Summit Escapist Inner 2P Bug Tent,Bug Shelters,385
Sierra Designs Mountain Guide Tarp Shelter,Tarp Shelters,2296
The North Face Assault 3 Footprint,Tent Footprints,317
The North Face Stormbreak 1 Footprint,Tent Footprints,232
Sierra Designs Convert 2 Footprint,Tent Footprints,340
Sierra Designs Convert 3 Vestibule,Vestibules,311
NEMO Hornet 2P Footprint,Tent Footprints,195
NEMO Kunai 2P Footprint,Tent Footprints,235
Big Agnes Whetstone Shelter - S,Tarp Shelters,907
Big Agnes Whetstone Shelter - L,Tarp Shelters,1219
Big Agnes Deep Creek Tarp Shelter - S,Tarp Shelters,1899
Big Agnes Deep Creek Tarp Shelter - L,Tarp Shelters,3118
Big Agnes mtnGLO PowerCase Loft,Gear Lofts,28
Big Agnes Battle Mountain 2 Footprint,Tent Footprints,255
Big Agnes Battle Mountain 3 Footprint,Tent Footprints,368
Big Agnes Bitter Springs UL 2 Footprint,Tent Footprints,127
Big Agnes Foidel Canyon 2 Footprint,Tent Footprints,198
Big Agnes Foidel Canyon 3 Footprint,Tent Footprints,255
Big Agnes Rattlesnake SL 1 Footprint,Tent Footprints,170
Big Agnes Rattlesnake SL 4 Footprint,Tent Footprints,368
Big Agnes Three Island UL 2 Footprint,Tent Footprints,198
Big Agnes Ripple Creek UL 2+ Footprint,Tent Footprints,184
Big Agnes Chimney Creek 6 Footprint,Tent Footprints,566
Big Agnes Rocky Peak 4 Footprint,Tent Footprints,396
Kelty Salida 4 Footprint,Tent Footprints,396
Disc-O-Bed Mosquito Net and Frame,Bug Shelters,70
Big Agnes Shield 2 Footprint,Tent Footprints,170
Ticla Shado Pequeno Inflatable Shelter,Shade Shelters,6123
Caddis Rapid Shelter Wall - 10' x 15',Shade Shelter Accessories,1851
ENO Festy Flags,General Tent Accessories,85
ALPS Mountaineering Tri-Awning Sun Shelter -,Shade Shelters,4989
Big Agnes Fairview 2 Footprint -,Tent Footprints,283
Therm-a-Rest Slacker Hammock Bug Cover,Bug Shelters,490
Big Agnes Fairview 3 Footprint -,Tent Footprints,340
Ultimate Survival Technologies Emergency Survival Bag - 2014,Bivy Sacks,195
Kelty Acadia 4 Footprint,Tent Footprints,340
Kelty Como 4 Footprint - 2015,Tent Footprints,368
ALPS Mountaineering Mystique 1.5 Floor Saver Tent Footprint -,Tent Footprints,226
MSR Nook Gear Shed - 2014,Vestibules,708
REI Camp Dome 4 Footprint,Tent Footprints,963
Therm-a-Rest LuxuryLite Cot Bug Shelter - L/XL,Bug Shelters,680
Therm-a-Rest LuxuryLite Cot Bug Shelter - R/L,Bug Shelters,623
Mountain Summit Gear Instant Canopy - 10' x 10' -,Shade Shelters,18143
REI InCamp 6 Footprint,Tent Footprints,850
Big Agnes Fairview 1 Footprint -,Tent Footprints,283
ALPS Mountaineering Mystique 1 Floor Saver Tent Footprint -,Tent Footprints,198
Kelty Salida 1 Footprint,Tent Footprints,198
NEMO Veda 1P Footprint,Tent Footprints,170
Big Agnes Super Scout / Scout Plus Footprint - 2014,Tent Footprints,113
ALPS Mountaineering Galaxy 2 Floor Saver Footprint -,Tent Footprints,226
Mountain Hardwear EV 2 Tent Footprint,Tent Footprints,311
NEMO Obi 2P Footprint,Tent Footprints,243
Sierra Designs Internal Guy Kit - Package of 4 - 2013,General Tent Accessories,56
Brunton Noodle Task Light - 2014,General Tent Accessories,51
NEMO Asashi 4 Tent Link,Vestibules,963
Kelty Upslope Tarp,Tarp Shelters,623
Kelty AirScreen Shelter,Shade Shelters,4791
Big Agnes Skunk Creek 4 Footprint -,Tent Footprints,425
Therm-a-Rest LuxuryLite Cot Sun Shield,Shade Shelters,425
Big Agnes Triangle Mountain 2 Footprint - 2015,Tent Footprints,113
Big Agnes Placer 2 Footprint - 2015,Tent Footprints,198
Kelty Range Tarp - 2015,Tarps,1247
MSR Twin Brothers Tarp Shelter - 2014,Tarp Shelters,2211
MSR Twin Brothers Footprint - 2014,Tent Footprints,652
