name,category,weight
Marmot Col Sleeping Bag - Long Left,Men's Sleeping Bags,1771
Marmot Col Sleeping Bag - Regular Left,Men's Sleeping Bags,1771
The North Face Snow Leopard Sleeping Bag - Long Left,Men's Sleeping Bags,2097
The North Face Snow Leopard Sleeping Bag - Regular Left,Men's Sleeping Bags,2097
Kelty Dualist 34 Sleeping Bag - Long Right,Men's Sleeping Bags,1133
Kelty Dualist 34 Sleeping Bag - Regular Right,Men's Sleeping Bags,1048
Marmot Scandium Sleeping Bag - Long Left,Men's Sleeping Bags,1304
Marmot Scandium Sleeping Bag - Regular Left,Men's Sleeping Bags,1304
Mountain Hardwear Phantasia 32 Sleeping Bag - Women's - Long Right,Women's Sleeping Bags,652
Mountain Hardwear Phantasia 32 Sleeping Bag - Women's - Regular Right,Women's Sleeping Bags,595
Exped Air Pillow - M,Camping Pillows,85
Exped Air Pillow - L,Camping Pillows,85
Big Agnes Storm King Sleeping Bag - Long Left,Men's Sleeping Bags,1615
Big Agnes Storm King Sleeping Bag - Regular Left,Men's Sleeping Bags,1615
Big Agnes Encampment Sleeping Bag - Long Left,Men's Sleeping Bags,1474
Big Agnes Encampment Sleeping Bag - Regular Left,Men's Sleeping Bags,1474
Big Agnes Big Creek +30 Sleeping Bag - Double,Men's Sleeping Bags,2494
Kelty Ignite Down 16 Sleeping Bag - Long Right,Men's Sleeping Bags,1219
Kelty Ignite Down 16 Sleeping Bag - Regular Right,Men's Sleeping Bags,1105
Sierra Designs Zissou 12 Sleeping Bag - Long Left,Men's Sleeping Bags,1105
Sierra Designs Zissou 12 Sleeping Bag - Regular Left,Men's Sleeping Bags,1105
Sea to Summit CoolMax Adaptor Traveller Sleeping Bag Liner with Insect Shield,Sleeping Bag Liners,328
REI Durable Stuff Sack - 10 LTR,Drawcord Stuff Sacks,48
REI Durable Stuff Sack - 15 LTR,Drawcord Stuff Sacks,56
REI Durable Stuff Sack - 20 LTR,Drawcord Stuff Sacks,68
REI Durable Stuff Sack - 30 LTR,Drawcord Stuff Sacks,90
REI Durable Stuff Sack - 60 LTR,Drawcord Stuff Sacks,116
Mountain Hardwear Phantom 45 Sleeping Bag - Long Left,Men's Sleeping Bags,538
Mountain Hardwear Phantom 45 Sleeping Bag - Regular Left,Men's Sleeping Bags,538
Sea to Summit Ultra-Sil Dry Sack - 2 LITER,Roll-Top Stuff Sacks,22
Sea to Summit Ultra-Sil Dry Sack - 4 LITER,Roll-Top Stuff Sacks,25
Sea to Summit Ultra-Sil Dry Sack - 8  LITER,Roll-Top Stuff Sacks,31
Sea to Summit Ultra-Sil Dry Sack - 13L,Roll-Top Stuff Sacks,39
Sea to Summit Ultra-Sil Dry Sack - 20L,Roll-Top Stuff Sacks,51
Sea to Summit Ultra-Sil Dry Sack - 35 L,Roll-Top Stuff Sacks,62
Sea to Summit Ultra-Sil Dry Sack - NONE,Roll-Top Stuff Sacks,0
NEMO Celesta Sleeping Bag - Women's - Long,Women's Sleeping Bags,1505
NEMO Celesta Sleeping Bag - Women's - Regular,Women's Sleeping Bags,1417
Eureka Kaycee Sleeping Bag - Regular - 2015,Men's Sleeping Bags,2404
Marmot Lithium Sleeping Bag - Long Left,Men's Sleeping Bags,1247
Marmot Lithium Sleeping Bag - Regular Left,Men's Sleeping Bags,1247
Mountain Hardwear Phantom +0 Sleeping Bag - Long Left,Men's Sleeping Bags,1219
Mountain Hardwear Phantom +0 Sleeping Bag - Regular Left,Men's Sleeping Bags,1219
The North Face Blue Kazoo Sleeping Bag - Women's - Long Right,Women's Sleeping Bags,1190
The North Face Blue Kazoo Sleeping Bag - Women's - Regular Right,Women's Sleeping Bags,1105
ENO Blaze Hammock Underquilt,Camp Blankets,680
Kelty Cosmic Down 4 Sleeping Bag - Long Right,Men's Sleeping Bags,1729
Kelty Cosmic Down 4 Sleeping Bag - Regular Right,Men's Sleeping Bags,1615
Kelty Dualist 6 Sleeping Bag - Long Right,Men's Sleeping Bags,2012
Kelty Dualist 6 Sleeping Bag - Regular Right,Men's Sleeping Bags,1927
Kelty Dualist 22 Sleeping Bag - Long Right,Men's Sleeping Bags,1502
Kelty Dualist 22 Sleeping Bag - Regular Right,Men's Sleeping Bags,1445
Cocoon Merino Wool Mummy Liner,Sleeping Bag Liners,496
Cocoon CoolMax Mummy Liner,Sleeping Bag Liners,255
Sea to Summit eVAC Dry Sack - 3 LITER,Roll-Top Stuff Sacks,42
Sea to Summit eVAC Dry Sack - 5 L,Roll-Top Stuff Sacks,48
Sea to Summit eVAC Dry Sack - 8  LITER,Roll-Top Stuff Sacks,56
Sea to Summit eVAC Dry Sack - 13L,Roll-Top Stuff Sacks,68
Sea to Summit eVAC Dry Sack - 20 L,Roll-Top Stuff Sacks,85
Sea to Summit eVAC Dry Sack - 35 LITER,Roll-Top Stuff Sacks,113
REI Base Camp Pillow,Camping Pillows,340
The North Face Lynx Sleeping Bag - Long Left,Men's Sleeping Bags,878
The North Face Lynx Sleeping Bag - Regular Left,Men's Sleeping Bags,878
Cocoon Cotton Bag Liner/Travel Sheet,Sleeping Bag Liners,425
Marmot Mavericks 30 Sleeping Bag - Long Left,Men's Sleeping Bags,1644
Marmot Mavericks 30 Sleeping Bag - Regular Left,Men's Sleeping Bags,1644
Cocoon CoolMax Travel Sheet,Sleeping Bag Liners,311
Mountain Hardwear Ratio 15 Sleeping Bag - Long Left,Men's Sleeping Bags,56
Mountain Hardwear Ratio 15 Sleeping Bag - Regular Left,Men's Sleeping Bags,56
Outdoor Research Molecule Bivy Sack - Long,Bivy Sacks,28
Outdoor Research Molecule Bivy Sack - Regular,Bivy Sacks,28
REI Minimalist Bivy - Regular,Bivy Sacks,425
Therm-a-Rest Tech Blanket,Camp Blankets,878
REI Nodder Sleeping Bag - Kids',Kids' Sleeping Bags,1133
NEMO Mezzo Loft Sleeping Bag,Men's Sleeping Bags,1927
Kelty Cosmic Down 41 Sleeping Bag - Long Right,Men's Sleeping Bags,850
Kelty Cosmic Down 41 Sleeping Bag - Regular Right,Men's Sleeping Bags,793
Exped Air Pillow UL - M,Camping Pillows,45
Exped Air Pillow UL - L,Camping Pillows,53
NEMO Verve Sleeping Bag - Long,Men's Sleeping Bags,1672
NEMO Verve Sleeping Bag - Regular,Men's Sleeping Bags,1598
Kelty Dualist 33 Sleeping Bag - Women's,Women's Sleeping Bags,1389
Cocoon Microfiber Mummy Liner,Sleeping Bag Liners,226
Sierra Designs Zissou 23 Sleeping Bag - Long Left,Men's Sleeping Bags,907
Outdoor Research Dry Ditty Sacks - Set of 3,Roll-Top Stuff Sacks,0
SOL Escape Lite Bivvy,Bivy Sacks,155
Exped REM Pillow - M,Camping Pillows,138
Exped REM Pillow - L,Camping Pillows,249
Outdoor Research Ultralight Ditty Sacks - Package of 3,Drawcord Stuff Sacks,0
Sea to Summit Ultra Sil Compression Sack - 6 L,Compression Sacks,68
Sea to Summit Ultra Sil Compression Sack - 10 L,Compression Sacks,73
Sea to Summit Ultra Sil Compression Sack - 15 L,Compression Sacks,85
Sea to Summit Ultra Sil Compression Sack - 20 L,Compression Sacks,93
Sea to Summit Ultra Sil Compression Sack - 30 L,Compression Sacks,116
Coleman Roanoke Sleeping Bag - Regular - 2013,Men's Sleeping Bags,2630
Sea to Summit Silk Stretch Mummy Liner,Sleeping Bag Liners,136
Kelty TraiLogic SB 31 Sleeping Bag - Women's,Women's Sleeping Bags,878
Marmot Mavericks 40 Sleeping Bag - Long Left,Men's Sleeping Bags,1247
Marmot Mavericks 40 Sleeping Bag - Regular Left,Men's Sleeping Bags,1247
Sea to Summit Premium Blend Silk/Cotton Liner - Rectangular - LONG,Sleeping Bag Liners,133
Sea to Summit Premium Blend Silk/Cotton Liner - Rectangular - REGULAR,Sleeping Bag Liners,133
Big Agnes Summit Park Sleeping Bag,Men's Sleeping Bags,1644
Sierra Designs Backcountry Bed 2.5-Season Sleeping Bag - Long,Men's Sleeping Bags,1984
Sierra Designs Backcountry Bed 2.5-Season Sleeping Bag - Regular,Men's Sleeping Bags,1786
Cocoon Ultralight Air-Core Pillow - 15 x 19 IN,Camping Pillows,164
Cocoon Ultralight Air-Core Pillow - 19 x 25 IN,Camping Pillows,289
Outdoor Research Advanced Bivy Sack,Bivy Sacks,1105
REI Waterproof Lightweight Dry Sack - 5 LTR,Roll-Top Stuff Sacks,56
REI Waterproof Lightweight Dry Sack - 10 LTR,Roll-Top Stuff Sacks,65
REI Waterproof Lightweight Dry Sack - 15 LTR,Roll-Top Stuff Sacks,79
REI Waterproof Lightweight Dry Sack - 25 LTR,Roll-Top Stuff Sacks,102
Ticla Besito G.O.O.D Sleeping Bag Kit - S,Men's Sleeping Bags,1162
Ticla Besito G.O.O.D Sleeping Bag Kit - M,Men's Sleeping Bags,1247
Ticla Besito G.O.O.D Sleeping Bag Kit - XL,Men's Sleeping Bags,1445
Marmot Teton Sleeping Bag - Women's - Long Right,Women's Sleeping Bags,1530
Marmot Teton Sleeping Bag - Women's - Regular Right,Women's Sleeping Bags,1445
Big Agnes Lithia Spring SL Sleeping Bag - Women's Petite - 2103 - Petite Right,Women's Sleeping Bags,1162
Marmot Angel Fire Sleeping Bag - Women's - Long Right,Women's Sleeping Bags,1445
Marmot Angel Fire Sleeping Bag - Women's - Regular Right,Women's Sleeping Bags,1332
Marmot Banzai Trestles 35 Sleeping Bag - Boys',Kids' Sleeping Bags,992
Sea to Summit CoolMax Adaptor Liner - Mummy,Sleeping Bag Liners,243
SOL Emergency Blanket,Emergency Supplies,70
REI Minimalist Bivy - Long,Bivy Sacks,481
REI Pillow Stuff Sack - 15  L,Drawcord Stuff Sacks,141
REI Pillow Stuff Sack - 25 L,Drawcord Stuff Sacks,198
Quixote Classic PrimaLoft Pillow with Pillowcase - Medium - 2014,Camping Pillows,368
Marmot Atom Sleeping Bag - Long Left,Men's Sleeping Bags,623
Marmot Atom Sleeping Bag - Regular Left,Men's Sleeping Bags,623
Hennessy Hammock Snakeskins XL Stuff Sacks - 2 Pack,Hammock Accessories,65
NEMO Fillo Luxury Pillow,Camping Pillows,405
The North Face Gold Kazoo Sleeping Bag - Long Right,Men's Sleeping Bags,963
Kelty Mistral 40 Sleeping Bag - Men's Long - 2015,Men's Sleeping Bags,1672
Outdoor Research Bug Bivy,Bivy Sacks,453
Mountain Hardwear Heratio 32 Sleeping Bag - Women's - Long Right,Women's Sleeping Bags,878
Mountain Hardwear Heratio 32 Sleeping Bag - Women's - Regular Right,Women's Sleeping Bags,850
Big Agnes Whalen 20 Synthetic - Regular -,Men's Sleeping Bags,1332
Cocoon Air-Core Hyperlite Pillow,Camping Pillows,68
Sea to Summit Trash Dry Sack,Roll-Top Stuff Sacks,99
Ticla Besito Sleeping Bag - S,Men's Sleeping Bags,1133
Ticla Besito Sleeping Bag - M,Men's Sleeping Bags,1247
Ticla Besito Sleeping Bag - XL,Men's Sleeping Bags,1445
Osprey StraightJacket Compression Sack - 8 LTR,Compression Sacks,53
Osprey StraightJacket Compression Sack - 12 LTR,Compression Sacks,65
Osprey StraightJacket Compression Sack - 20 LTR,Compression Sacks,79
Osprey StraightJacket Compression Sack - 32 LTR,Compression Sacks,99
ENO Spark Topquilt Blanket,Men's Sleeping Bags,765
Marmot Mavericks 40 Sleeping Bag - Long - 2014,Men's Sleeping Bags,1247
Sierra Designs Backcountry Bed 1.5-Season Sleeping Bag - Long,Men's Sleeping Bags,1247
Sierra Designs Backcountry Bed 1.5-Season Sleeping Bag - Regular,Men's Sleeping Bags,1133
REI Backpacker Pillow,Camping Pillows,170
Big Agnes Hog Park Sleeping Bag,Men's Sleeping Bags,2636
