name,category,weight
La Sportiva Bushido Trail-Running Shoes - Men's,Men's Trail-Running Shoes,515
La Sportiva Ultra Raptor GTX Trail-Running Shoes - Men's,Men's Trail-Running Shoes,819
ASICS GT 2000 3 Road-Running Shoes - Men's,Men's Road-Running Shoes,606
Salomon Wings Pro Trail-Running Shoes - Men's,Men's Trail-Running Shoes,680
Under Armour Speedform XC Trail-Running Shoes - Men's,Men's Trail-Running Shoes,240
Altra Instinct 3 Road-Running Shoes - Men's,Men's Road-Running Shoes,269
HOKA ONE ONE Bondi 4 Road-Running Shoes - Men's,Men's Road-Running Shoes,601
Montrail Mountain Masochist III Outdry Trail-Running Shoes - Men's,Men's Trail-Running Shoes,377
Vibram Bikila Evo Road-Running Shoes - Men's,Men's Road-Running Shoes,286
Vibram FiveFingers KSO Evo Cross-Training Shoes - Men's,Men's Cross-Training Shoes,277
Brooks Ghost 7 Road-Running Shoes - Men's,Men's Road-Running Shoes,589
ASICS GEL-Kayano 21 Road-Running Shoes - Men's,Men's Road-Running Shoes,640
Brooks PureGrit 3 Trail-Running Shoes - Men's,Men's Trail-Running Shoes,28
HOKA ONE ONE Mafate 4 Trail-Running Shoes - Men's,Men's Trail-Running Shoes,28
La Sportiva Ultra Raptor Trail-Running Shoes - Men's,Men's Trail-Running Shoes,680
The North Face Ultra MT Trail-Running Shoes - Men's,Men's Trail-Running Shoes,612
Merrell All Out Peak Trail-Running Shoes - Men's,Men's Trail-Running Shoes,595
New Balance MX20v4 Cross-Training Shoes - Men's,Men's Cross-Training Shoes,396
Vibram FiveFingers EL-X Multisport Shoes - Men's,Men's Cross-Training Shoes,238
Salomon Speedcross 3 GTX Trail-Running Shoes - Men's,Men's Trail-Running Shoes,680
Brooks Glycerin 12 Road-Running Shoes - Men's,Men's Road-Running Shoes,618
Altra Lone Peak 2 Polartec Neoshell Trail-Running Shoes - Men's,Men's Trail-Running Shoes,680
New Balance MT1210v2 Trail-Running Shoes - Men's,Men's Trail-Running Shoes,618
HOKA ONE ONE Stinson ATR Trail-Running Shoes - Men's,Men's Trail-Running Shoes,680
Nike Zoom Pegasus 31 Road-Running Shoes - Men's,Men's Road-Running Shoes,601
Altra Olympus 1.5 Trail-Running Shoes - Men's,Men's Trail-Running Shoes,345
Brooks Ravenna 6 Road-Running Shoes - Men's,Men's Road-Running Shoes,303
La Sportiva Mutant Trail-Running Shoes - Men's,Men's Trail-Running Shoes,640
HOKA ONE ONE Stinson Lite Road-Running Shoes - Men's - 2015,Men's Road-Running Shoes,623
Brooks Transcend 2 Road-Running Shoes - Men's,Men's Road-Running Shoes,337
Pearl Izumi EM Trail M2 Trail-Running Shoes - Men's,Men's Trail-Running Shoes,578
ASICS GT-1000 3 Road-Running Shoes - Men's,Men's Road-Running Shoes,646
Saucony Ride 7 Road-Running Shoes - Men's,Men's Road-Running Shoes,532
Pearl Izumi EM Trail N2 Trail-Running Shoes - Men's,Men's Trail-Running Shoes,274
HOKA ONE ONE Constant Road-Running Shoes - Men's,Men's Road-Running Shoes,28
ASICS Gel-Nimbus 17 Road-Running Shoes - Men's,Men's Road-Running Shoes,612
HOKA ONE ONE Huaka Road-Running Shoes - Men's,Men's Road-Running Shoes,527
Under Armour Speedform Fortis Road-Running Shoes - Men's,Men's Road-Running Shoes,238
HOKA ONE ONE Rapa Nui 2 Tarmac Road-Running Shoes - Men's - 2014,Men's Road-Running Shoes,612
Salomon Sense Mantra 2 Trail-Running Shoes - Men's - 2014,Men's Trail-Running Shoes,538
Vasque Pendulum Trail-Running Shoes - Men's - 2014,Men's Trail-Running Shoes,601
Saucony Xodus 5.0 GTX Trail-Running Shoes - Men's,Men's Trail-Running Shoes,323
ASICS GT-2000 3 Trail-Running Shoes - Men's,Men's Trail-Running Shoes,640
Altra Provision 2 Road-Running Shoes - Men's,Men's Road-Running Shoes,555
adidas Kanadia 7 Trail GTX Trail-Running Shoes - Men's,Men's Trail-Running Shoes,589
HOKA ONE ONE Rapa Nui 2 Trail-Running Shoes - Men's - 2014,Men's Trail-Running Shoes,28
La Sportiva Crossover 2.0 GTX Trail-Running Shoes - Men's,Men's Trail-Running Shoes,739
HOKA ONE ONE Stinson ATR Trail-Running Shoes - Men's - 2015,Men's Trail-Running Shoes,680
Inov8 F-lite 195 Cross-Training Shoes - 2014,Men's Cross-Training Shoes,453
HOKA ONE ONE Conquest 2 Road-Running Shoes - Men's - 2015,Men's Road-Running Shoes,28
Inov8 F-lite 240 Cross-Training Shoes - Men's - 2014,Men's Cross-Training Shoes,538
HOKA ONE ONE Mafate Speed Trail-Running Shoes - Men's - 2015,Men's Trail-Running Shoes,680
New Balance Fresh Foam MT980 Trail-Running Shoes - Men's,Men's Trail-Running Shoes,581
adidas Terrex Boost Trail-Running Shoes - Men's,Men's Trail-Running Shoes,289
adidas Energy Boost 2 ESM Road-Running Shoes - Men's,Men's Road-Running Shoes,615
HOKA ONE ONE Bondi 3 Road-Running Shoes - Men's - 2014,Men's Road-Running Shoes,612
Brooks Glycerin 13 Road-Running Shoes - Men's,Men's Road-Running Shoes,320
adidas Adizero XT 5 Trail-Running Shoes - Men's,Men's Trail-Running Shoes,269
Brooks Cascadia 10 Trail-Running Shoes - Men's,Men's Trail-Running Shoes,337
Vibram Bikila EVO Waterproof Road-Running Shoes - Men's,Men's Road-Running Shoes,300
Salomon X-Scream Trail-Running Shoes - Men's - 2014,Men's Trail-Running Shoes,578
Brooks Launch 2 Road-Running Shoes - Men's,Men's Road-Running Shoes,453
adidas Supernova Glide 7 Road-Running Shoes - Men's,Men's Road-Running Shoes,601
adidas Supernova Sequence 8 Road-Running Shoes - Men's,Men's Road-Running Shoes,618
Mizuno Wave Paradox Road-Running Shoes - Men's,Men's Road-Running Shoes,601
Inov8 Trailroc 255 Trail-Running Shoes - Men's - 2014,Men's Trail-Running Shoes,566
Pearl Izumi EM Trail N2 Trail-Running Shoes - Men's,Men's Trail-Running Shoes,566
Saucony Ride 8 Road-Running Shoes - Men's,Men's Road-Running Shoes,532
ASICS GEL-Cumulus 17 Road-Running Shoes - Men's,Men's Road-Running Shoes,649
Brooks PureGrit 3 Trail-Running Shoes - Men's,Men's Trail-Running Shoes,280
Saucony Guide 8 Road-Running Shoes - Men's,Men's Road-Running Shoes,280
HOKA ONE ONE Conquest Road-Running Shoes - Men's - 2014,Men's Road-Running Shoes,669
Altra Superior 2 Trail-Running Shoes - Men's,Men's Trail-Running Shoes,493
Under Armour Speedform Apollo Road-Running Shoes - Men's,Men's Road-Running Shoes,198
Salomon X Scream 3D Road-Running Shoes - Men's,Men's Road-Running Shoes,566
Saucony Omni 13 Road-Running Shoes - Men's,Men's Road-Running Shoes,635
Pearl Izumi EM Road H3 Road-Running Shoes - Men's - 2014,Men's Road-Running Shoes,274
Inov8 Trailroc 245 Trail-Running Shoes - 2014,Men's Trail-Running Shoes,538
HOKA ONE ONE Stinson Lite Road-Running Shoes - Men's,Men's Road-Running Shoes,623
HOKA ONE ONE Stinson 3 ATR Trail-Running Shoes - Men's,Men's Trail-Running Shoes,28
ASICS Gel-Kayano 22 Road-Running Shoes - Men's,Men's Road-Running Shoes,618
Mizuno Wave Enigma 5 Road-Running Shoes - Men's,Men's Road-Running Shoes,618
Saucony Hurricane Road-Running Shoes - Men's,Men's Road-Running Shoes,314
ICEBUG Enlight RB9X Trail Running Shoes - Men's - 2014,Men's Trail-Running Shoes,28
Altra Superior 1.5 Trail-Running Shoes - Men's - 2014,Men's Trail-Running Shoes,561
HOKA ONE ONE Constant Road-Running Shoes - Men's - 2015,Men's Road-Running Shoes,28
adidas Adistar Raven Boost Trail-Running Shoes - Men's,Men's Trail-Running Shoes,680
Saucony Kinvara 6 Road-Running Shoes - Men's,Men's Road-Running Shoes,436
Saucony Cortana 4 Road-Running Shoes - Men's - 2014,Men's Road-Running Shoes,260
Pearl Izumi EM Road N3 Road-Running Shoes - Men's,Men's Road-Running Shoes,331
Pearl Izumi EM Trail M2 Trail-Running Shoes - Men's,Men's Trail-Running Shoes,283
ASICS 33-FA Road-Running Shoes - Men's,Men's Road-Running Shoes,521
ASICS GEL Foundation 8 Road-Running Shoes,Men's Road-Running Shoes,725
Montrail Bajada II Trail-Running Shoes - Men's,Men's Trail-Running Shoes,323
Saucony Ride 7 Road-Running Shoes - Men's - 2014,Men's Road-Running Shoes,532
Merrell Bare Access Ultra Road-Running Shoes - Men's,Men's Road-Running Shoes,396
Saucony Stabil CS3 Road-Running Shoes - Men's - 2015,Men's Road-Running Shoes,323
Merrell All Out Charge Trail-Running Shoes - Men's,Men's Trail-Running Shoes,566
New Balance M3190v1 Road-Running Shoes - Men's - 2014,Men's Road-Running Shoes,498
Saucony Kinvara 5 Road-Running Shoes - Men's - 2014,Men's Road-Running Shoes,436
Pearl Izumi EM Road M3 Road-Running Shoes - Men's - 2014,Men's Road-Running Shoes,274
Salomon X-Tour Trail-Running Shoes - Men's -,Men's Trail-Running Shoes,538
Inov8 F-lite 230 Cross-Training Shoes - Men's - 2014,Men's Cross-Training Shoes,510
Saucony Ride 7 GTX Road-Running Shoes - Men's - 2014,Men's Road-Running Shoes,300
Saucony Omni 13 Road-Running Shoes - Men's - 2014,Men's Road-Running Shoes,635
Pearl Izumi EM Road N2 Road-Running Shoes - Men's - 2014,Men's Road-Running Shoes,513
Lowa S-Curve Mesh Trail-Running Shoes - Men's - 2013,Men's Trail-Running Shoes,980
Mizuno Wave Rider 18 Road-Running Shoes - Men's,Men's Road-Running Shoes,521
New Balance Fresh Foam 980 Road-Running Shoes - Men's - 2014,Men's Road-Running Shoes,498
Pearl Izumi EM Tri N 1 Road-Running Shoes - Men's - 2014,Men's Road-Running Shoes,226
Nike Zoom Wildhorse 2 Trail-Running Shoes - Men's,Men's Trail-Running Shoes,204
HOKA ONE ONE Mafate Speed Trail-Running Shoes - Men's,Men's Trail-Running Shoes,680
New Balance M980v2 Fresh Foam Boracay Road-Running Shoes - Men's,Men's Road-Running Shoes,527
ASICS 33-M Road-Running Shoes - Men's,Men's Road-Running Shoes,618
Mizuno Wave Kazan Trail-Running Shoes - Men's,Men's Trail-Running Shoes,538
Pearl Izumi EM Road N2 Road-Running Shoes - Men's,Men's Road-Running Shoes,272
Saucony Breakthru Road-Running Shoes - Men's,Men's Road-Running Shoes,243
Saucony Triumph Road-Running Shoes - Men's,Men's Road-Running Shoes,291
HOKA ONE ONE Conquest 2 Road-Running Shoes - Men's,Men's Road-Running Shoes,28
Montrail Fluidflex ST Trail-Running Shoes - Men's,Men's Trail-Running Shoes,249
adidas Response 21 Trail-Running Shoes - Men's,Men's Trail-Running Shoes,323
Saucony Omni 14 Road-Running Shoes - Men's,Men's Road-Running Shoes,635
ASICS GEL-Foundation 12 Road-Running Shoes - Men's,Men's Road-Running Shoes,694
Mizuno Wave Paradox 2 Road-Running Shoes - Men's,Men's Road-Running Shoes,618
ASICS Gel-Quantum 360 Road-Running Shoes - Men's,Men's Road-Running Shoes,674
Under Armour Speedform Fortis Night Road-Running Shoes - Men's,Men's Road-Running Shoes,476
Mizuno Wave Inspire 11 Road-Running Shoes - Men's,Men's Road-Running Shoes,549
Pacific Trail Cinder Trail-Running Shoes - Men's -,Men's Trail-Running Shoes,1360
ICEBUG Aurora Bugrip Road-Running Shoes - Men's - 2014,Men's Road-Running Shoes,229
ASICS GEL-Electro33 Road-Running Shoes - Men's - 2014,Men's Road-Running Shoes,481
Columbia Conspiracy Vapor Shoes - Men's - 2014,Men's Road-Running Shoes,538
ASICS GEL-Super J33 Road-Running Shoes - Men's - 2014,Men's Road-Running Shoes,413
ASICS GEL-NoosaFAST Running Shoes - Men's - 2013,Men's Road-Running Shoes,374
New Balance M890v4 Road-Running Shoes - Men's - 2014,Men's Road-Running Shoes,481
New Balance M1080v4 Road-Running Shoes - Men's - 2014,Men's Road-Running Shoes,578
Columbia Conspiracy Razor OutDry Shoes - Men's - 2014,Men's Cross-Training Shoes,629
Montrail Rogue Racer Trail-Running Shoes - Men's - 2014,Men's Trail-Running Shoes,249
ICEBUG Pytho2 BUGrip Trail Running Shoes - Men's - 2014,Men's Trail-Running Shoes,28
ASICS Gel-Electro33 Road-Running Shoes - Men's,Men's Road-Running Shoes,481
Saucony Xodus 5.0 Trail-Running Shoes - Men's,Men's Trail-Running Shoes,303
Saucony Kinvara 5 Road-Running Shoes - Men's,Men's Road-Running Shoes,436
Zoot Ultra Kapilani Cross-Training Shoes - Men's - 2011,Men's Cross-Training Shoes,623
ASICS Gel-Lyte33 2 Road-Running Shoes - Men's - 2013,Men's Road-Running Shoes,481
New Balance M870v3 Road-Running Shoes - Men's - 2014,Men's Road-Running Shoes,555
Pearl Izumi EM Trail N1 Trail-Running Shoes - Men's - 2014,Men's Trail-Running Shoes,544
ASICS GEL-Evate 2 Road-Running Shoes - Men's - 2014,Men's Road-Running Shoes,652
Inov8 Tri-X-Treme 275 Road-Running Shoes - Men's - 2014,Men's Cross-Training Shoes,595
