name,category,weight
Klean Kanteen Stainless-Steel Classic Vacuum Bottle - 32 fl. oz.,Vacuum Bottles,422
Klean Kanteen Stainless-Steel Classic Vacuum Bottle - 20 fl. oz.,Vacuum Bottles,345
CamelBak Big Bite Valves - Package of 4,Reservoir Accessories,2
Innate Craft Growler - 64 fl. oz.,Vacuum Bottles,850
SteriPEN Aqua Water Purifier,Ultraviolet Water Purifiers,82
humangear GoToob Bottle - 1.25 fl. oz. - Package of 3,Bottle Sets,0
Platypus SoftBottle Water Bottle - 34 fl. oz.,Water Bottles,34
Stanley Classic Vacuum Food Jar - 24 fl. oz.,Vacuum Bottles,907
Hydrapak Reversible Reservoir - 3 Liters,Reservoirs,195
REI Kids' Nalgene OTF Water Bottle - 12 fl. oz. - 2014,Water Bottles,113
REI Classic Vacuum Bottle - 34 fl. oz.,Vacuum Bottles,28
MSR Dromedary Bag - 4 Liter,Water Storage Bags,195
Sawyer Squeeze Water Filter Plus,Water Filter Bottles,85
CamelBak StoAway 100 Reservoir,Reservoirs,425
Katadyn MyBottle Water Purifier,Water Filter Bottles,274
Hydro Flask Colored Hydro Flip Water Bottle Lid - Wide Mouth,Water Bottle Accessories,45
Vapur Element Water Bottle - 32 fl. oz.,Water Bottles,39
CamelBak eddy Water Bottle - 25 fl. oz.,Water Bottles,153
Nalgene Space-Saver Bottle - 64 fl. oz.,Water Bottles,294
Stanley Classic Flask - 8 fl. oz.,Flasks,150
CamelBak Antidote Reservoir - 50 fl. oz.,Reservoirs,181
Zojirushi Tuff Slim Vacuum Bottle - 0.5 Liter,Vacuum Bottles,453
REI TSA Friendly Flat Bottle Kit,Bottle Sets,0
CamelBak eddy Water Bottle - 34 fl. oz.,Water Bottles,170
Klean Kanteen Insulated Stainless-Steel Wide-Mouth Bottle with Loop-Top Cap - 12 fl. oz. - 2014,Vacuum Bottles,243
Platypus Hoser 2.0L Reservoir - 70 fl. oz.,Reservoirs,99
Hydrapak Stash Bottle - 33.8 fl. oz.,Water Bottles,90
Potable Aqua Iodine and Taste-Neutralizer Tablets,Water Treatment Tablets,170
Klean Kanteen Insulated Stainless-Steel Wide-Mouth Bottle with Loop-Top Cap - 20 fl. oz.,Vacuum Bottles,334
CamelBak Cortez Kayak Hydration Reservoir,Reservoirs,226
Katadyn Base Camp Upgrade Kit,Reservoir Accessories,232
Platypus Big Zip LP Reservoir - 1.5 Liter,Reservoirs,153
MSR DromLite - 4 Liter,Water Storage Bags,144
ChicoBag Bottle Sling,Water Bottle Holders,39
Hydrapak Reversible Reservoir - 2 Liters,Reservoirs,127
Pat's Backcountry Beverages Carbonator Bottle Starter Kit,Water Bottles,277
REI Classic Vacuum Bottle - 17 fl. oz.,Vacuum Bottles,297
CamelBak eddy Insulated Water Bottle - 20 fl. oz.,Water Bottles,266
Nalgene Insulated Neoprene Bottle Clothing Sleeve,Water Bottle Holders,79
Nalgene Silo Water Bottle - 48 fl. oz.,Water Bottles,155
MSR Hydration Kit,Reservoir Accessories,68
MSR DromLite - 6 Liter,Water Storage Bags,161
humangear capCAP Water Bottle Top,Water Bottle Accessories,39
humangear GoTubb 0.9 cu. in. Container - Package of 3,Small Containers,17
Stanley Classic Vacuum Food Jar - 17 fl. oz.,Vacuum Bottles,538
Osprey Bite Valve Sheaths - Package of 3,Reservoir Accessories,0
Nalgene Wide-Mouth Bottle Replacement Cap,Water Bottle Accessories,19
Klean Kanteen Wide Mouth Cafe Cap,Water Bottle Accessories,39
Platypus Water Tank - 1.5 gal.,Water Storage Bags,85
Katadyn Micropur Purification Tablets - Package of 20,Water Treatment Tablets,22
Nalgene Polyethylene Bottle - 4 fl. oz.,Small Containers,25
humangear GoToob Bottle - 2 fl. oz. - Package of 3,Bottle Sets,0
Platypus Water Tank - 1 gal.,Water Storage Bags,85
Klean Kanteen Stainless-Steel Wide-Mouth Water Bottle with Loop Top Cap - 64 fl. oz.,Water Bottles,326
Osprey Sternum Strap Hydration Magnet Kit,Reservoir Accessories,2
Klean Kanteen Vacuum-Insulated Food Canister - 8 fl. oz.,Vacuum Bottles,294
Platypus Hoser 1.0L Reservoir - 34 fl. oz.,Reservoirs,85
CamelBak Antidote Thermal Control Kit,Reservoir Accessories,99
SteriPEN Sidewinder Water Purifier,Ultraviolet Water Purifiers,470
Katadyn Base Camp Pro 10L Water Filter,Gravity Water Filters,368
Hydrapak SoftFlask 500 Outdoor Collapsible Bottle - 16.9 fl. oz.,Flasks,56
CamelBak eddy Water Bottle - 20 fl. oz.,Water Bottles,136
Nalgene Polyethylene Bottle - 2 fl. oz.,Small Containers,14
Nalgene Polyethylene Bottle - 8 fl. oz.,Small Containers,28
Eagle Creek Silicone Bottle Set,Squeeze Bottles,226
MiiR Vacuum Insulated Bottle - 23 fl. oz.,Water Bottles,354
Polar Insulated Bottle - 24 fl. oz.,Water Bottles,170
CamelBak Chute Cap,Water Bottle Accessories,45
Klean Kanteen Classic Bottle with Sport Cap 18 fl. oz. - 2014,Water Bottles,181
Vapur Incognito Flexible Flask,Flasks,31
CamelBak Magnetic Tube Trap,Reservoir Accessories,2
Hydrapak SoftFlask 350 Outdoor Collapsible Bottle - 11.8 fl. oz.,Flasks,51
Sea to Summit Folding Bucket - 20 Liters,Collapsible Buckets,110
Nalgene Flask - 12 fl. oz.,Flasks,121
Klean Kanteen Sport Cap 3.0 Bottle Cap,Water Bottle Accessories,42
Stanley Shaker Happy Hour System,Bottle Sets,450
GSI Outdoors Glacier Vacuum Bottle - 34 fl. oz.,Vacuum Bottles,722
CamelBak Glass eddy Bottle - 24 fl. oz.,Water Bottles,566
Stanley Vacuum Bottle - 16 fl. oz.,Vacuum Bottles,510
Platypus Drinking Tube,Reservoir Accessories,62
Platypus Hyper-Flow Bite Valve,Reservoir Accessories,7
Coghlan's Squeeze Tubes - Package of  2,Squeeze Bottles,0
Nalgene Polyethylene Bottle - 1 fl. oz.,Small Containers,10
Salomon Soft Flask - 16 fl. oz.,Flasks,31
Sea to Summit Ultra-Sil Folding Bucket,Collapsible Buckets,28
GSI Outdoors Glacier Vacuum Bottle - 17 fl. oz.,Vacuum Bottles,524
Platypus PlatyPreserve Wine Preservation System - 27 fl. oz.,Flasks,22
Hydro Flask Water Bottle Loop-Top Cap - Standard Mouth,Water Bottle Accessories,22
Klean Kanteen Vacuum-Insulated Food Canister - 16 fl. oz.,Vacuum Bottles,357
CamelBak Ergo Hydrolock,Reservoir Accessories,7
MSR DromLite - 2 Liter,Water Storage Bags,130
Klean Kanteen Insulated Stainless-Steel Wide-Mouth Bottle with Loop-Top Cap - 12 fl. oz.,Vacuum Bottles,243
Stanley Classic Heritage Vacuum Bottle - 2014,Vacuum Bottles,1406
MSR Aquatabs Water Purification Tablets,Water Treatment Tablets,4
Esbit Food Jug with Spoon - 2015,Vacuum Bottles,547
MSR Spigot Dromedary Bag Cap,Water Bottle Accessories,34
CamelBak CamelBak Quick Link Conversion Kit,Reservoir Accessories,9
Stanley Vacuum Growler - 64 fl. oz.,Vacuum Bottles,989
Potable Aqua Chlorine Dioxide Tablets - Package of 20,Water Treatment Tablets,19
GSI Outdoors Soft Sided Wine Carafe - 750ml,Flasks,36
Vapur Element Water Bottle - 24 fl. oz.,Water Bottles,36
humangear GoTubb 5.3 cu. in. Container - Package of 3,Small Containers,59
Platypus Bite Valve Cover,Reservoir Accessories,9
Salomon Park Hydro Handset - 17 fl. oz.,Flasks,79
Hydrapak SoftFlask 750 Outdoor Collapsible Bottle - 25.3 fl. oz.,Flasks,68
humangear GoToob Bottle - 1.25 fl. oz.,Squeeze Bottles,31
Klean Kanteen Wide-Mouth Loop-Top Cap,Water Bottle Accessories,45
Innate Craft Growler - 32 fl. oz.,Vacuum Bottles,623
CamelBak eddy Water Bottle - 14 fl. oz. - Kids',Water Bottles,141
Zojirushi Tuff Sports Vacuum Bottle - 1 Liter,Vacuum Bottles,566
Hydrapak Stash Bottle - 25 fl. oz.,Water Bottles,63
Klean Kanteen Kid Kanteen Bottle with Sport Cap 3.0 - 12 fl. oz.,Water Bottles,147
humangear GoToob Bottle - 2 fl. oz.,Squeeze Bottles,36
Nalgene Narrow-Mouth Bottle Replacement Cap,Water Bottle Accessories,14
Stanley Stainless Steel Canteen - 1-qt.,Water Bottles,348
Suction SUP Paddleboard Water Bottle Holder,Water Bottle Holders,14
Klean Kanteen Stainless-Steel Swing Lok Cap,Water Bottle Accessories,79
humangear GoToob Bottle - 3 fl. oz.,Squeeze Bottles,56
Reliance Desert Patrol - 3 gal.,Water Jugs,453
MSR 3-in-1 Dromedary Cap,Water Bottle Accessories,22
REI Flip-Top Stainless-Steel Water Bottle - 18.5 fl. oz.,Water Bottles,340
Liberty Bottleworks Mass Transit Aluminum Water Bottle - 24 fl. oz.,Water Bottles,141
CamelBak Water Bottle Brush Kit,Water Bottle Accessories,70
Platypus Bite Valve and Drink Tube Insulator Kit,Reservoir Accessories,92
Katadyn Camp Series Shower Adaptor,Water Filter Accessories,62
Klean Kanteen Silicone Pint Ring - Assorted Colors,Water Bottle Accessories,11
Osprey Insulated Hose with Bite Valve,Reservoir Accessories,14
Nalgene Drop-Dispenser Bottle - 2 fl. oz.,Squeeze Bottles,7
Potable Aqua Chlorine Dioxide Tablets - Package of 30,Water Treatment Tablets,25
Hydrapak Insulated Hydrafusion Tube,Reservoir Accessories,73
Nalgene Pillid Pill Container,Water Bottle Accessories,19
Katadyn Gravidyn Drip Water Filter,Gravity Water Filters,3118
Reliance Jumbo-Tainer Water Container - 7 gal.,Water Jugs,1162
Klean Kanteen Insulated Stainless-Steel Wide-Mouth Bottle with Loop-Top Cap - 16 fl. oz.,Vacuum Bottles,289
CamelBak UnBottle Insulated Reservoir - 70 fl. oz.,Reservoirs,127
CamelBak Insulated Tube Director,Reservoir Accessories,91
Katadyn MyBottle Water Filter,Water Filter Bottles,218
Klean Kanteen Bamboo Water Bottle Cap,Water Bottle Accessories,68
SUP Buddy Water Bottle Holder,Water Bottle Holders,14
Nathan VaporMax Plus Handheld Water Bottle - 22 fl. oz.,Water Bottles,107
Nathan Speedview Handheld Flask with Media Carrier - 18 fl. oz.,Water Bottles,96
Salomon Soft Flask - 8 fl. oz.,Flasks,19
Klean Kanteen Classic Growler - 40 fl. oz.,Water Jugs,286
Klean Kanteen Classic Growler - 64 fl. oz.,Water Jugs,385
Lunatec Aquabot Bottle Top,Water Bottle Accessories,127
Nathan IceSpeed Insulated Handheld Water Bottle - 18 fl. oz.,Flasks,127
Stanley SS Vacuum Trail Mug 12 fl. oz.,Vacuum Bottles,331
Hydro Flask PNW Wide-Mouth Bottle - 32 fl. oz.,Vacuum Bottles,399
Liberty Bottleworks Appalachian Topo Map Bottle - 32 fl. oz.,Water Bottles,181
Eco Vessel Boulder Stainless-Steel Water Bottle - 17 fl. oz. - 2014,Water Bottles,328
Klean Kanteen Stainless-Steel Water Bottle with Stainless-Steel Loop Top - 2014,Water Bottles,172
REI Classic Vacuum Bottle - 17 fl. oz. - 2014,Vacuum Bottles,297
Light My Fire Pack-up Bottle - 2014,Bottle Sets,201
Esbit Vacuum Bottle - 32 fl. oz. - 2015,Vacuum Bottles,589
Eco Vessel Boulder Stainless-Steel Water Bottle - 25 fl. oz. - 2014,Water Bottles,510
Hydrapak Splash Guard,Water Bottle Accessories,14
Stanley 100 Year Classic Vacuum Bottle - 1.1 qt.,Vacuum Bottles,226
Light My Fire Pack-up Drink Kit - 2014,Bottle Sets,309
FuelBelt Polycarbonate Bottle - 2015,Water Bottles,192
FuelBelt Water Bottle - 18 fl. oz. - 2014,Water Bottles,99
Stansport Stainless-Steel Double-Wall Bottle - 16 fl. oz. - 2014,Water Bottles,408
Innate Esse Vacuum Bottle - 25 fl. oz.,Vacuum Bottles,425
CamelBak Insulated Tube with Flow Meter,Reservoir Accessories,99
CamelBak Flow Meter Hydration Gauge,Reservoir Accessories,25
