name,category,weight
Paceline Products Chamois Butt'r Her' - 8 oz. - Women's,Skin Treatments,255
Ultimate Survival Technologies Spark Force Firestarter,Fire Starters,28
SOL Duct Tape,Survival Supplies,51
Coghlan's Squeeze Tubes - Package of  2,Squeeze Bottles,0
Nalgene Polyethylene Bottle - 1 fl. oz.,Small Containers,10
SOL Hybrid 3 Survival Kit,Emergency Supplies,583
Ultimate Survival Technologies BlastMatch Fire Starter,Fire Starters,76
Lightning Nugget Firestarters,Tinder,283
MSR Handheld Piezo Igniter,Lighters,14
Coghlan's Bear Bell with Magnetic Silencer,Bear Bells,34
Cleanwaste WAG BAG Toilet in a Bag Waste Kit,Camp Toilets,56
Coghlan's Featherweight Mirror,Signal Mirrors,14
PackTowl Nano Towel - S,Camp Towels,17
PackTowl Nano Towel - M,Camp Towels,25
Sawyer Permethrin Pump Spray - 12 oz.,Insect Repellent for Clothing,340
PackTowl Personal Bundle S+XL Towels,Camp Towels,0
Cotton Buds Toilet Seat Covers,Camp Toilets,28
Zippo Emergency Fire Starter Kit,Fire Starters,28
Hotronic Semi Custom Heat Ready Insoles,Hand and Foot Warmers,85
Zamst A1-S Ankle Sleeve - Left Ankle,Support Braces,116
humangear GoTubb 5.3 cu. in. Container - Package of 3,Small Containers,59
Sawyer SAM Splint - Regular,First-Aid Supplies,127
SOL Survival Blanket,Emergency Supplies,81
humangear GoToob Bottle - 1.25 fl. oz.,Squeeze Bottles,31
REI Electrotab Electrolyte Replacement Tablets - Package of 10,First-Aid Supplies,5
"REI MultiTowel Medium Towel - 22"" x 12.5""",Camp Towels,56
Coghlan's Plastic Matchbox,Match Cases,17
Space Emergency Bag,Emergency Supplies,85
Ultimate Survival Technologies Klipp Lighter,Lighters,39
Counter Assault KozeeTote Transport Container,Bear-Resistant Food Containers,245
Light My Fire Swedish FireSteel Mini,Fire Starters,28
Adventure Medical Kits GlacierGel Blister and Burn Dressings,Pain Relief Treatments,28
Sea to Summit Nylon Pocket Trowel,Camp Shovels,85
Hotronic Heat Elements - Pair,Hand and Foot Warmers,45
SOL Sport Utility Blanket,Emergency Supplies,439
Adventure Medical Kits Oral Rehydration Salts,First-Aid Supplies,85
Adventure Medical Kits Ultralight / Watertight .3 First-Aid Kit,First-Aid Kits,65
humangear GoToob Bottle - 2 fl. oz.,Squeeze Bottles,36
"Lightload Towels Mini Towel - 12"" x 12"" - Package of 2",Camp Towels,0
Coghlan's Fire Paste,Tinder,106
Dr. Bronner's Pure-Castile Bar Soap,Camping Soap,141
SOL Thermal Bivvy,Emergency Supplies,252
Counter Assault Bear Keg Carrying Case,Bear-Resistant Food Containers,170
humangear GoToob Bottle - 3 fl. oz.,Squeeze Bottles,56
AfterBite Outdoor Itch Treatment,Skin Treatments,19
Diva DivaCup - Model 2,Women's Hygiene Products,17
REI First-Aid Medications Refill Kit,Pain Relief Treatments,19
UCO Survival Matches,Matches,14
SOL Scout Survival Kit,Emergency Supplies,153
Coghlan's Bug Pants,Mosquito Net Clothing,85
Grabber Peel N' Stick Body Warmer,Emergency Supplies,56
Zamst A1-S Ankle Sleeve - Right Ankle,Support Braces,116
REI First-Aid Scissors and Forceps,First-Aid Supplies,39
Sea to Summit Pocket Hand Wash,Camping Soap,14
"REI MultiTowel Small Towel - 14"" x 10""",Camp Towels,31
GODDESS GARDEN Sport Natural Sunscreen Spray SPF 30 - 6 fl. oz.,Sunscreen,249
REI First-Aid Wound Cleaning Refill Kit,First-Aid Kits,25
Yaktrax Adventure Pack Warmers - 6 Pairs,Emergency Supplies,368
MSR Dromedary Bag Shower Kit,Camp Showers,99
Katadyn Camp Series Shower Adaptor,Water Filter Accessories,62
REI Water-Jel Burn Jel - 5 Pack,Pain Relief Treatments,0
REI Topical Relief Refill Kit,Pain Relief Treatments,22
Counter Assault Bicycle Bear Spray Kozee-Tote Holster,Bear Spray,136
"REI Cohere Wrap - 2""",Bandages,28
Badger All-Natural Face and Body Sunscreen Stick - SPF 30,Sunscreen,18
BugBand Insect Repellent Diffuser Refill Cartridges,Natural Insect Repellent,5
GODDESS GARDEN Sport Natural Sunscreen Spray SPF 30 - 3.4 fl. oz.,Sunscreen,136
Zippo Waxed Tinder Sticks,Tinder,5
Kiss My Face Treatmint Lip Balm SPF 30 - 0.15 oz.,Lip Balm,4
Nalgene Drop-Dispenser Bottle - 2 fl. oz.,Squeeze Bottles,7
Coghlan's Toilet Paper - Package of 2,Camp Toilets,56
Life Gear Glow Stick with Whistle,Lightsticks,45
Aloe Gator SPF 30 Medicated Lip Balm with Carabiner,Lip Balm,4
Adventure Medical Kits Travel Medic First-Aid Kit,First-Aid Kits,56
Reliance Luggable Loo Seat and Cover,Camp Toilets,498
Heat Factory Mini Hand Warmers,Emergency Supplies,42
All Terrain Herbal Armor Natural Insect Repellent Continuous Spray - 3 fl. oz.,Natural Insect Repellent,119
Ultimate Survival Technologies Sparkie Fire Starter,Fire Starters,24
Carson Lighted Magnigrip Magnifier/Tweezers,First-Aid Supplies,11
Ultimate Survival Technologies Emergency Tent - 2014,Emergency Supplies,425
REI Minor Wound Care Refill Kit,First-Aid Kits,28
Kiss My Face Hot Spots Sport Sunscreen - SPF 30,Sunscreen,14
UCO Long-Burn Matches,Matches,0
Counter Assault Bear Bell,Bear Bells,11
REI Triple Antibiotic Ointment - 10 Pack,First-Aid Supplies,0
Coghlan's Soap Holder,Camping Soap,85
Coghlan's Camp Mirror,Camp Showers,172
Banana Boat Kids' Tear-Free Sunblock SPF 50 - 2 fl. oz.,Sunscreen,76
Pro-Tec Athletics Kinesiology Tape,Support Braces,28
Aloe Gator SPF 30 Moisturizing Lip Balm with Carabiner,Lip Balm,4
LipZipz Lip Balm - SPF 15,Lip Balm,4
Coghlan's Tweezer Magnifier,First-Aid Supplies,14
BugBand Insect Repelling Band - Green,Natural Insect Repellent,5
Grabber Toe Warmers - 3 Pairs,Emergency Supplies,0
Sea to Summit Pocket Body Wash,Camping Soap,14
Sea to Summit Pocket Shampoo with Conditioner,Camping Shampoo,14
Sea to Summit Pocket Shaving Soap,Shaving Cream,14
REI Secure Strip Wound Closures,Bandages,2
Grabber Biodegradable Hand Warmers - Package of 3,Emergency Supplies,56
Yaktrax Foot Warmers - Pair,Emergency Supplies,76
REI 4-Inch Elastic Bandage Roll,Bandages,56
Kiss My Face Sport Lip Balm - SPF 30,Lip Balm,4
BugBand Insect Repellent Wipes,Natural Insect Repellent,0
Yaktrax Hand Warmers - Package of 2,Emergency Supplies,53
UCO Strike-On-Box Matches,Matches,51
REI Cold Pack - Single Pack,Pain Relief Treatments,136
Lightnin' Bug Fire Starters,Tinder,42
Century Portable Toilet - 2.5 Gallon,Camp Toilets,4309
Pro-Tec Athletics Arch Supports,Support Braces,14
Z-Medica Quikclot Sport Silver - 25g,Bandages,24
Sea to Summit Insect Shield Bug Jacket and Mitts,Mosquito Net Clothing,127
SOL Survival Medic Kit,Emergency Supplies,133
Exotac NanoStriker Firestarter,Fire Starters,14
Exotac PolyStriker Firestarter,Fire Starters,14
Benchmade 915 Triage SBK-ORG Knife,Rescue Tools,144
Zippo Hand Warmer - Chrome,Emergency Supplies,79
REI Gauze Refill Kit,Bandages,42
SOL Pocket Survival Pak,Emergency Supplies,110
Hotronic Battery Pack S4,Hand and Foot Warmers,181
Hotronic Custom S4 Heating Elements Foot Warmer Kit,Hand and Foot Warmers,929
Hotronic Footwarmer S4 Power Set,Hand and Foot Warmers,771
Hotronic BD Anatomic insoles,Hand and Foot Warmers,181
Kiss My Face Triple Action Gel Toothpaste - 2 oz.,Camp Toothbrushes,56
Yaktrax Adhesive Toe Warmers - Pair,Emergency Supplies,36
Elemental Herbs Organic Hand Sanitizer,First-Aid Supplies,5
Optimus Burny Lighter,Lighters,59
NRS Ultralight Paddler Medical Kit,First-Aid Kits,255
Zamst RK-1 Knee Sleeve - Left Knee,Support Braces,158
Zamst ZW-5 Back Support,Support Braces,286
Kiss My Face Cool Sport For Face Sunscreen SPF 30 - 2 fl. oz.,Sunscreen,56
Kiss My Face Defense Kids' Spray Sunscreen SPF 50 - 6 fl. oz.,Sunscreen,170
Zamst AT-1 Achilles Brace,Support Braces,121
Zamst Wristband,Support Braces,70
Elemental Herbs All Good Kids' Sunscreen SPF 33 - 3 fl. oz.,Sunscreen,104
Heat Factory Adhesive Toe Warmers,Emergency Supplies,39
Heat Factory Footwarmer Insoles,Emergency Supplies,62
Hyperice Pro Utility Ice Pack,Pain Relief Treatments,907
Hyperice Pro Back Ice Pack,Pain Relief Treatments,907
Hyperice Synthetic Ice Fuel Cell,Pain Relief Treatments,1360
GODDESS GARDEN Kids' Sport Natural Sunscreen SPF 30 - 3.4 fl. oz.,Sunscreen,136
GODDESS GARDEN Kids' Sport Natural Sunscreen Spray SPF 30 - 3.4 fl. oz.,Sunscreen,136
Ultrathon Pump Spray Insect Repellent - 19 Percent DEET - 6 fl. oz.,DEET-based Insect Repellent,269
Ultimate Survival Technologies FeatherLite Survival Kit 2.0,Emergency Supplies,255
Hart 1-Day First Aid Kit -,First-Aid Kits,62
Woolrich Beach Towel,Camp Towels,418
PackTowl RobeTowl - 2014/15 - S,Camp Towels,28
PackTowl RobeTowl - 2014/15 - M,Camp Towels,28
PackTowl RobeTowl - 2014/15 - L,Camp Towels,28
Outdoor RX Camper Cleaning Kit - 2015,Camping Soap,221
REI Hang-up Clothesline,Clotheslines,28
Silva Sportsman's Tool - 2015,Survival Supplies,22
Light My Fire Pack-up Bottle - 2014,Bottle Sets,201
Outdoor RX Camp Soap - 2 fl. oz. - 2015,Camping Soap,85
Potette Plus Portable Toilet Liners - Package of 30,Camp Toilets,226
Aloe Gator Aloe Gator Sunscreen Lotion SPF 40 - 4 fl. oz. - 2015,Sunscreen,130
Blue Sky GEAR Utili-Towel 1.0 - 2014,Camp Towels,90
SOL Pocket Survival Pak Plus,Emergency Supplies,158
Light My Fire Pack-up Drink Kit - 2014,Bottle Sets,309
Aloe Gator Continuous Spray Sunscreen - 6 fl. oz. - 2014,Sunscreen,283
Elemental Herbs All Good Lips Lip Balm - SPF12 - Package of 3,Lip Balm,4
Aloe Gator Face Stick - SPF 30 - 2014,Sunscreen,17
Sawyer ChitoSAM Active Hemostatic Dressing - 3 IN X 6 FT,Bandages,27
Sawyer ChitoSAM Active Hemostatic Dressing - 4 IN X 4 IN,Bandages,6
SOL Smart Prepper Urban Survivor Emergency Preparedness Kit,Emergency Supplies,141
