name,category,weight
Keen Logan Mid WP Hiking Boots - Men's,Men's Hiking Boots,1020
Danner Light II GTX Hiking Boots - Men's,Men's Hiking Boots,1729
Hi-Tec Nepal Jr. Waterproof Hiking Boots - Kids' - 2015,Kids' Hiking Boots,640
The North Face Ultra FP Mid GTX Hiking Boots - Men's,Men's Hiking Boots,799
Merrell All Out Blaze Low Waterproof Hiking Boots - Women's,Women's Hiking Shoes,623
Hi-Tec Romsey Low Waterproof Shoes - Women's - 2014/2015,Women's Hiking Shoes,737
Oboz Men's Tamarack Hiking Shoes - Men's,Men's Hiking Shoes,958
Merrell Chameleon Shift Vent Low Waterproof Hiking Shoes - Women's,Women's Hiking Shoes,850
Merrell Chameleon Shift Vent Low WP Hiking Shoes - Men's,Men's Hiking Shoes,850
Vasque Talus Trek Low UltraDry Hiking Shoes - Men's,Men's Hiking Shoes,907
Vasque Breeze 2.0 Low GTX Hiking Shoes - Women's,Women's Hiking Shoes,765
Hi-Tec Hillside Low WP Jr. Hiking Shoes - Kids',Kids' Hiking Shoes,544
Lowa Lady Light GTX Hiking Boots - Women's,Women's Hiking Boots,1088
Columbia Conspiracy Vapor Shoes - Women's - 2014,Women's Hiking Shoes,737
Arc'teryx Bora Mid GTX Hiking Boots - Women's,Women's Hiking Boots,878
The North Face Hedgehog Hiker Mid WP Shoes - Cosmic Blue - Kids',Kids' Hiking Shoes,566
Lowa Vantage GTX Mid Hiking Boots - Men's,Men's Hiking Boots,1315
Merrell Phoenix Ventilator Shoes - Men's - 2015,Men's Hiking Shoes,765
The North Face Hedgehog Hiker Shoes - Limestone Grey - Kids',Kids' Hiking Shoes,493
Keen Liberty Ridge WP Hiking Boots - Women's,Women's Hiking Boots,1040
Salewa Firetail EVO Mid GTX Approach Shoes - Men's,Men's Hiking Shoes,459
La Sportiva Synthesis Surround GTX Hiking Boots - Women's,Women's Hiking Boots,652
adidas Terrex Solo Stealth Hiking Shoes - Men's,Men's Hiking Shoes,623
Pacific Trail Prophet Hiking Boots - Men's -,Men's Hiking Boots,1077
La Sportiva Primer Surround GTX Hiking Shoes - Men's,Men's Hiking Shoes,751
La Sportiva Primer Surround GTX Hiking Shoes - Women's,Women's Hiking Shoes,601
Patagonia Drifter A/C Hiking Shoes - Women's,Women's Hiking Shoes,793
Vasque Breeze 2.0 Hiking Boots - Men's,Men's Hiking Boots,1105
The North Face Hedgehog Hiker Shoes - Cub Brown - Kids',Kids' Hiking Shoes,566
Lowa Tempest Vent Hiking Shoes - Women's - 2014,Women's Hiking Shoes,623
The North Face Hedgehog Hiker Mid WP Shoes - Imperial Purple - Kids',Kids' Hiking Shoes,493
Patagonia Drifter A/C Low WP Hiking Shoes - Women's,Women's Hiking Shoes,810
Columbia Ventastic Shoes - Women's - 2014,Women's Hiking Shoes,481
Hi-Tec Altitude Lite I WP Jr. Hiking Boots - Kids',Kids' Hiking Boots,309
Lowa Tempest Lo Hiking Shoes - Women's - 2014,Women's Hiking Shoes,623
Hi-Tec Sierra Lite Wooly Jr. Hiking Boots - Kids' - Camouflage - 2014,Kids' Hiking Boots,510
Lowa Ferrox GTX Low Trail Shoes - Men's - 2014,Men's Hiking Shoes,765
Merrell AllOut Blaze Hiking Shoes - Women's - 2015,Women's Hiking Shoes,28
Hi-Tec Valkarie I WP Hiking Boots - Men's - 2015,Men's Hiking Boots,720
Hi-Tec Penrith Mid Jr. WP Hiking Boots - Kids' - 2015,Kids' Hiking Boots,249
Hanwag Banks Lady GTX Hiking Boots - Women's - 2013,Women's Hiking Boots,1199
adidas Terrex Swift R Hiking Shoes - Women's - 2014,Women's Hiking Shoes,277
Vasque Taku GTX Hiking Boots - Men's,Men's Hiking Boots,1105
Lowa Tempest Mesh Hiking Shoes - Women's - 2014,Women's Hiking Shoes,623
adidas AX 2 Mid Climaproof Hiking Shoes - Kids' - 2014,Kids' Hiking Boots,226
Columbia Ventrailia Shoes - Women's - 2014,Women's Hiking Shoes,481
The North Face Storm Waterproof Hiking Boots - Kids' - 2015,Kids' Hiking Boots,481
adidas Terrex GTX Hiking Shoes - Kids' - 2014,Kids' Hiking Shoes,195
Hi-Tec Sierra Lite Wooly Jr. Hiking Boots - Kids' - Taupe/Pink - 2014,Kids' Hiking Boots,510
Merrell All Out Blaze Sieve Shoes - Men's,Men's Hiking Shoes,595
Vibram FiveFingers Trek Ascent Shoes - Women's,Women's Hiking Shoes,179
Keen Liberty Ridge WP Hiking Boots - Men's,Men's Hiking Boots,1400
Garmont Tower Trek GTX Hiking Boots - Men's,Men's Hiking Boots,1420
Hi-Tec Altitude Glide WP Hiking Boots - Women's - 2012,Women's Hiking Boots,827
Pacific Trail Raker Hiking Shoes - Men's -,Men's Hiking Shoes,907
Hanwag Tatra Lady Hiking Boots - Women's - 2013,Women's Hiking Boots,1519
Keen Alamosa Mid WP Hiking Shoes - Kids',Kids' Hiking Boots,737
Merrell Proterra Mid Shoes - Kids' - 2014,Kids' Hiking Shoes,340
Hi-Tec R156 Hiking Shoes - Men's - 2015,Men's Hiking Shoes,294
ECCO Biom Terrain Lo GTX Hiking Shoes - Women's - 2015,Women's Hiking Shoes,1082
Bogs Tumalo Hiking Boots - Women's - 2014,Women's Hiking Boots,680
Lowa Tempest Mesh Hiking Boots - Men's - 2014,Men's Hiking Boots,708
Columbia Woodburn Hiking Shoes - Men's - 2014,Men's Hiking Shoes,748
Hi-Tec Sierra Lite Original Jr. Hiking Boots - Kids' - 2014,Kids' Hiking Boots,453
Merrell Proterra Shoes - Kids' - 2014,Kids' Hiking Shoes,283
Asolo Ember Low Hiking Shoes - Women's,Women's Hiking Shoes,623
Merrell Moab Vent Mid Hiking Boots - Men's,Men's Hiking Boots,878
Hi-Tec Altitude V Low I WP Hiking Shoes - Men's Wide - 2015,Men's Hiking Shoes,479
Hi-Tec Total Terrain Mid WP Hiking Boots - Kids',Kids' Hiking Boots,907
Hi-Tec Nepal Waterproof Jr Hiking Boots - Kids',Kids' Hiking Boots,640
Keen Alamosa Mid WP Hiking Shoes - Girls',Kids' Hiking Boots,737
Patagonia Drifter A/C Low WP Hiking Shoes - Men's,Men's Hiking Shoes,935
Pacific Trail Whittier Hiking Shoes - Men's - 2014,Men's Hiking Shoes,822
Zamberlan 130 SH Crosser GTX RR Low Hiking Boots - Women's - 2014,Women's Hiking Boots,697
Pacific Trail Rainier Hiking Shoes - Men's - 2014,Men's Hiking Shoes,28
Lowa Tempest Vent Hiking Shoes - Men's - 2014,Men's Hiking Shoes,708
